CustomerID,Age,Gender,ContractType,MonthlyCharges,TotalCharges,TechSupport,InternetService,Tenure,PaperlessBilling,PaymentMethod,Churn,AverageMonthlyCharges,CustomerLifetimeValue
Cust_0809,65,Male,One year,36.55367782305978,73.11,Yes,DSL,2,No,Electronic check,No,36.55367782305978,73.11
Cust_0810,39,Female,One year,69.51335809749972,2850.05,Yes,DSL,41,Yes,Bank transfer (automatic),No,69.51335809749972,2850.05
Cust_0811,47,Male,Two year,46.98560138438016,2631.19,Yes,DSL,56,No,Electronic check,No,46.98560138438016,2631.19
Cust_0812,44,Male,Month-to-month,49.07190781354372,441.65,No,DSL,9,Yes,Credit card (automatic),No,49.07190781354372,441.65
Cust_0813,67,Female,Month-to-month,40.752550656089596,326.02,No,Fiber optic,8,No,Electronic check,No,40.752550656089596,326.02
Cust_0814,52,Male,One year,48.10226818625824,2549.42,No,DSL,53,Yes,Bank transfer (automatic),No,48.10226818625824,2549.42
Cust_0815,62,Male,Month-to-month,64.10059645867214,576.91,Yes,No,9,No,Mailed check,Yes,64.10059645867214,576.91
Cust_0816,32,Male,Two year,115.15663267096393,575.78,No,Fiber optic,5,Yes,Mailed check,No,115.15663267096393,575.78
Cust_0817,53,Male,Two year,47.16123964587222,2263.74,Yes,No,48,Yes,Bank transfer (automatic),No,47.16123964587222,2263.74
Cust_0818,60,Female,Month-to-month,58.57651277285221,2518.79,No,Fiber optic,43,Yes,Credit card (automatic),No,58.57651277285221,2518.79
Cust_0819,50,Male,Two year,219.46672459490418,3511.47,No,No,16,No,Mailed check,No,219.46672459490418,1218.15
Cust_0820,62,Female,One year,76.38232997317485,1527.65,No,No,20,Yes,Bank transfer (automatic),No,76.38232997317485,1527.65
Cust_0821,43,Male,Two year,38.737024507899484,38.74,No,DSL,1,Yes,Mailed check,No,38.737024507899484,38.74
Cust_0822,66,Male,Month-to-month,62.66065275374035,3070.37,No,No,49,Yes,Credit card (automatic),No,62.66065275374035,3070.37
Cust_0823,77,Female,One year,30.523767246754986,91.57,No,Fiber optic,3,Yes,Credit card (automatic),No,30.523767246754986,91.57
Cust_0824,45,Male,Two year,70.02611445454002,3641.36,No,No,52,Yes,Credit card (automatic),No,70.02611445454002,3641.36
Cust_0825,44,Male,One year,42.98911191824762,472.88,Yes,DSL,11,Yes,Electronic check,No,42.98911191824762,472.88
Cust_0826,67,Male,Month-to-month,39.58853467754268,316.71,Yes,DSL,8,Yes,Credit card (automatic),Yes,39.58853467754268,316.71
Cust_0827,68,Male,Two year,48.50290929701822,1843.11,Yes,Fiber optic,38,No,Credit card (automatic),No,48.50290929701822,1843.11
Cust_0828,43,Male,Two year,51.2534353744885,820.05,Yes,No,16,Yes,Credit card (automatic),No,51.2534353744885,820.05
Cust_0829,44,Male,One year,47.26464688939479,898.03,Yes,DSL,19,Yes,Mailed check,Yes,47.26464688939479,898.03
Cust_0830,46,Female,Two year,93.70033242597346,4685.02,No,Fiber optic,50,No,Bank transfer (automatic),Yes,93.70033242597346,4685.02
Cust_0831,33,Female,Two year,43.41082854118031,260.46,No,Fiber optic,6,No,Bank transfer (automatic),No,43.41082854118031,260.46
Cust_0832,38,Female,Two year,79.5125154618599,715.61,Yes,DSL,9,No,Credit card (automatic),No,79.5125154618599,715.61
Cust_0833,37,Male,Two year,69.15852005320929,345.79,No,Fiber optic,5,No,Mailed check,No,69.15852005320929,345.79
Cust_0834,40,Male,Month-to-month,59.009695259506806,1652.27,Yes,No,28,No,Bank transfer (automatic),No,59.009695259506806,1652.27
Cust_0835,49,Male,Two year,70.0556045926098,1401.11,Yes,No,20,No,Mailed check,Yes,70.0556045926098,1401.11
Cust_0836,52,Female,One year,37.42245404913615,972.98,Yes,No,26,No,Bank transfer (automatic),No,37.42245404913615,972.98
Cust_0837,68,Male,Month-to-month,116.03972200060042,2436.83,No,Fiber optic,21,No,Electronic check,No,116.03972200060042,2436.83
Cust_0838,38,Female,One year,59.26765041305439,1007.55,Yes,Fiber optic,17,Yes,Credit card (automatic),Yes,59.26765041305439,1007.55
Cust_0839,61,Male,One year,95.43058852863774,5439.54,No,No,57,No,Mailed check,No,95.43058852863774,5439.54
Cust_0840,47,Male,One year,184.7281923606938,3879.29,Yes,No,21,Yes,Mailed check,No,184.7281923606938,2256.92
Cust_0841,49,Male,Month-to-month,116.14031178490355,2671.23,Yes,DSL,23,No,Electronic check,No,116.14031178490355,2671.23
Cust_0842,58,Female,Month-to-month,45.81718562741236,916.34,No,No,20,Yes,Bank transfer (automatic),No,45.81718562741236,916.34
Cust_0843,36,Male,Month-to-month,210.7492321925714,2318.24,No,Fiber optic,11,Yes,Mailed check,No,210.7492321925714,859.97
Cust_0844,54,Female,Two year,56.79803943083758,2499.11,No,DSL,44,No,Credit card (automatic),No,56.79803943083758,2499.11
Cust_0845,51,Male,One year,102.50345130209013,1025.03,Yes,Fiber optic,10,No,Electronic check,No,102.50345130209013,1025.03
Cust_0846,55,Male,Month-to-month,65.79939071105308,2829.37,Yes,Fiber optic,43,No,Credit card (automatic),No,65.79939071105308,2829.37
Cust_0847,53,Female,One year,65.17200545435595,195.52,No,No,3,No,Bank transfer (automatic),Yes,65.17200545435595,195.52
Cust_0848,79,Male,Month-to-month,103.87404869583438,1869.73,No,DSL,18,No,Credit card (automatic),Yes,103.87404869583438,1869.73
Cust_0849,42,Male,Month-to-month,58.134270650745506,174.4,No,Fiber optic,3,No,Electronic check,Yes,58.134270650745506,174.4
Cust_0850,43,Male,Month-to-month,40.163595161506436,200.82,Yes,Fiber optic,5,Yes,Electronic check,No,40.163595161506436,200.82
Cust_0851,42,Male,One year,47.318360411351236,2555.19,No,No,54,Yes,Mailed check,No,47.318360411351236,2555.19
Cust_0852,43,Female,Two year,37.62549198133185,1128.76,No,Fiber optic,30,Yes,Credit card (automatic),No,37.62549198133185,1128.76
Cust_0853,42,Female,Month-to-month,53.63025542144343,160.89,Yes,Fiber optic,3,Yes,Credit card (automatic),No,53.63025542144343,160.89
Cust_0854,64,Male,Month-to-month,83.71353904334799,5525.09,No,No,66,No,Bank transfer (automatic),No,83.71353904334799,5525.09
Cust_0855,67,Male,Month-to-month,46.45220217700499,929.04,Yes,No,20,No,Mailed check,No,46.45220217700499,929.04
Cust_0856,43,Female,Two year,30.47219916746349,578.97,No,No,19,No,Bank transfer (automatic),No,30.47219916746349,578.97
Cust_0857,40,Male,One year,30.229169838773192,423.21,Yes,Fiber optic,14,Yes,Bank transfer (automatic),No,30.229169838773192,423.21
Cust_0858,55,Female,One year,45.14963207590735,2122.03,Yes,DSL,47,No,Electronic check,No,45.14963207590735,2122.03
Cust_0859,43,Male,One year,111.27817240911929,7121.8,Yes,Fiber optic,64,No,Electronic check,No,111.27817240911929,7121.8
Cust_0860,57,Female,One year,37.485000187118345,224.91,Yes,DSL,6,Yes,Mailed check,No,37.485000187118345,224.91
Cust_0861,52,Female,Month-to-month,47.9642974055344,1390.96,Yes,Fiber optic,29,No,Bank transfer (automatic),No,47.9642974055344,1390.96
Cust_0862,31,Female,Two year,50.24188445694328,200.97,No,Fiber optic,4,No,Credit card (automatic),No,50.24188445694328,200.97
Cust_0863,68,Female,Month-to-month,31.18085825226386,841.88,No,DSL,27,No,Credit card (automatic),No,31.18085825226386,841.88
Cust_0864,71,Male,Two year,50.518752429739266,1566.08,No,Fiber optic,31,Yes,Electronic check,No,50.518752429739266,1566.08
Cust_0865,42,Male,One year,59.951846097911435,119.9,Yes,Fiber optic,2,Yes,Bank transfer (automatic),No,59.951846097911435,119.9
Cust_0866,45,Female,Two year,46.51086299984281,883.71,No,Fiber optic,19,No,Electronic check,Yes,46.51086299984281,883.71
Cust_0867,53,Female,Month-to-month,43.8480965031396,3113.21,No,Fiber optic,71,Yes,Electronic check,No,43.8480965031396,3113.21
Cust_0868,54,Female,Month-to-month,57.74684167470876,288.73,Yes,Fiber optic,5,No,Mailed check,No,57.74684167470876,288.73
Cust_0869,57,Female,One year,44.167981403969364,3047.59,No,DSL,69,Yes,Bank transfer (automatic),No,44.167981403969364,3047.59
Cust_0870,74,Male,Month-to-month,37.17341278079449,1784.32,No,Fiber optic,48,Yes,Electronic check,No,37.17341278079449,1784.32
Cust_0871,47,Female,Month-to-month,64.25480839080406,2377.43,Yes,DSL,37,Yes,Bank transfer (automatic),No,64.25480839080406,2377.43
Cust_0872,40,Female,Two year,64.65062342916022,3426.48,No,Fiber optic,53,No,Bank transfer (automatic),No,64.65062342916022,3426.48
Cust_0873,33,Female,Month-to-month,35.7168372085721,1285.81,Yes,No,36,Yes,Bank transfer (automatic),No,35.7168372085721,1285.81
Cust_0874,41,Female,One year,49.70636434871943,298.24,Yes,Fiber optic,6,Yes,Credit card (automatic),No,49.70636434871943,298.24
Cust_0875,49,Female,One year,59.91405675003752,4134.07,Yes,No,69,Yes,Electronic check,No,59.91405675003752,4134.07
Cust_0876,71,Female,Month-to-month,84.83092467433002,84.83,Yes,DSL,1,Yes,Bank transfer (automatic),No,84.83092467433002,84.83
Cust_0877,43,Female,One year,70.07704274608291,490.54,Yes,Fiber optic,7,Yes,Mailed check,Yes,70.07704274608291,490.54
Cust_0878,52,Male,Two year,110.0083261008029,2200.17,No,No,20,No,Mailed check,No,110.0083261008029,2200.17
Cust_0879,49,Female,Two year,74.30110996205553,520.11,Yes,No,7,No,Electronic check,No,74.30110996205553,520.11
Cust_0880,64,Female,Month-to-month,66.52719653307365,465.69,No,No,7,Yes,Mailed check,No,66.52719653307365,465.69
Cust_0881,80,Female,Month-to-month,49.75946091449408,1094.71,Yes,Fiber optic,22,No,Credit card (automatic),No,49.75946091449408,1094.71
Cust_0882,43,Male,Two year,46.14398018288668,1891.9,No,Fiber optic,41,Yes,Mailed check,No,46.14398018288668,1891.9
Cust_0883,44,Male,One year,115.4923353260046,2194.35,Yes,No,19,No,Electronic check,No,115.4923353260046,2194.35
Cust_0884,62,Male,Month-to-month,42.79388162171714,1540.58,Yes,DSL,36,Yes,Bank transfer (automatic),Yes,42.79388162171714,1540.58
Cust_0885,58,Female,Month-to-month,102.9001181338613,7305.91,Yes,No,71,Yes,Credit card (automatic),No,102.9001181338613,7305.91
Cust_0886,72,Female,One year,91.43058472421069,548.58,Yes,DSL,6,Yes,Electronic check,No,91.43058472421069,548.58
Cust_0887,57,Female,Month-to-month,46.48234278107496,2742.46,Yes,Fiber optic,59,Yes,Electronic check,No,46.48234278107496,2742.46
Cust_0888,45,Male,One year,117.85057566786907,2003.46,Yes,Fiber optic,17,Yes,Mailed check,Yes,117.85057566786907,2003.46
Cust_0889,57,Female,One year,64.10975592868188,833.43,No,Fiber optic,13,Yes,Electronic check,No,64.10975592868188,833.43
Cust_0890,63,Male,One year,101.35646294769687,3750.19,Yes,DSL,37,Yes,Bank transfer (automatic),No,101.35646294769687,3750.19
Cust_0891,59,Male,One year,71.42389242731126,1571.33,Yes,Fiber optic,22,No,Electronic check,No,71.42389242731126,1571.33
Cust_0892,56,Male,One year,74.09044790946042,1259.54,No,No,17,No,Electronic check,No,74.09044790946042,1259.54
Cust_0893,62,Male,Two year,52.15012607423294,469.35,Yes,No,9,No,Bank transfer (automatic),No,52.15012607423294,469.35
Cust_0894,64,Male,One year,55.558946778605936,444.47,No,No,8,Yes,Electronic check,No,55.558946778605936,444.47
Cust_0895,66,Female,Two year,49.81226740855113,448.31,Yes,Fiber optic,9,Yes,Bank transfer (automatic),No,49.81226740855113,448.31
Cust_0896,57,Female,One year,78.7187040988739,3857.22,Yes,No,49,No,Bank transfer (automatic),No,78.7187040988739,3857.22
Cust_0897,47,Male,Month-to-month,74.2541641318444,668.29,Yes,DSL,9,No,Mailed check,No,74.2541641318444,668.29
Cust_0898,51,Female,Two year,37.13400784167089,631.28,No,DSL,17,No,Electronic check,No,37.13400784167089,631.28
Cust_0899,64,Female,Month-to-month,71.67804196547137,215.03,No,DSL,3,Yes,Credit card (automatic),No,71.67804196547137,215.03
Cust_0900,40,Male,One year,58.94706911987672,1002.1,Yes,DSL,17,No,Credit card (automatic),No,58.94706911987672,1002.1
Cust_0901,54,Male,One year,72.5855109006801,290.34,Yes,No,4,Yes,Bank transfer (automatic),No,72.5855109006801,290.34
Cust_0902,45,Female,Month-to-month,93.39743509439614,1681.15,Yes,DSL,18,No,Electronic check,No,93.39743509439614,1681.15
Cust_0903,50,Female,One year,99.42005319789288,894.78,Yes,No,9,No,Mailed check,No,99.42005319789288,894.78
Cust_0904,65,Female,Month-to-month,87.04002723640389,609.28,No,Fiber optic,7,No,Mailed check,No,87.04002723640389,609.28
Cust_0905,52,Female,One year,77.15028867983573,617.2,Yes,No,8,No,Mailed check,Yes,77.15028867983573,617.2
Cust_0906,50,Male,One year,73.17243374130646,73.17,Yes,No,1,Yes,Bank transfer (automatic),No,73.17243374130646,73.17
Cust_0907,33,Female,Two year,101.58450677822921,1422.18,Yes,No,14,No,Mailed check,No,101.58450677822921,1422.18
Cust_0908,58,Male,Month-to-month,86.91153647294894,260.73,No,No,3,Yes,Credit card (automatic),Yes,86.91153647294894,260.73
Cust_0909,57,Male,One year,30.013470843955524,1770.79,No,Fiber optic,59,Yes,Electronic check,Yes,30.013470843955524,1770.79
Cust_0910,75,Female,Month-to-month,59.56460905616956,357.39,No,No,6,Yes,Electronic check,No,59.56460905616956,357.39
Cust_0911,46,Female,Two year,72.689444616501,726.89,Yes,DSL,10,Yes,Credit card (automatic),No,72.689444616501,726.89
Cust_0912,52,Female,Month-to-month,59.1580743088212,2248.01,Yes,No,38,Yes,Bank transfer (automatic),Yes,59.1580743088212,2248.01
Cust_0913,52,Male,Two year,38.12622165963002,610.02,No,Fiber optic,16,No,Electronic check,Yes,38.12622165963002,610.02
Cust_0914,68,Male,Month-to-month,50.59486046444847,1568.44,Yes,DSL,31,No,Bank transfer (automatic),Yes,50.59486046444847,1568.44
Cust_0915,48,Male,Month-to-month,90.54954775257953,1992.09,No,DSL,22,No,Mailed check,No,90.54954775257953,1992.09
Cust_0916,53,Male,Two year,75.99683039450863,2279.9,No,Fiber optic,30,No,Bank transfer (automatic),No,75.99683039450863,2279.9
Cust_0917,57,Female,One year,56.38288551860158,1973.4,No,No,35,Yes,Credit card (automatic),No,56.38288551860158,1973.4
Cust_0918,52,Male,One year,37.73428928189435,1358.43,Yes,No,36,No,Bank transfer (automatic),Yes,37.73428928189435,1358.43
Cust_0919,44,Male,One year,68.85774832017164,1032.87,No,No,15,No,Electronic check,No,68.85774832017164,525.71
Cust_0920,52,Female,Month-to-month,44.64099739455632,133.92,Yes,Fiber optic,3,No,Electronic check,No,44.64099739455632,133.92
Cust_0921,62,Male,Month-to-month,47.951683925034274,239.76,Yes,Fiber optic,5,Yes,Mailed check,No,47.951683925034274,239.76
Cust_0922,37,Male,One year,48.25226612640207,2750.38,Yes,DSL,57,No,Electronic check,No,48.25226612640207,2750.38
Cust_0923,51,Female,Month-to-month,77.57931223575639,1706.74,No,No,22,Yes,Credit card (automatic),No,77.57931223575639,1706.74
Cust_0924,41,Male,Month-to-month,70.53862995233199,1058.08,Yes,No,15,Yes,Credit card (automatic),No,70.53862995233199,1058.08
Cust_0925,64,Male,One year,107.97570479652256,1079.76,Yes,Fiber optic,10,No,Electronic check,No,107.97570479652256,1079.76
Cust_0926,31,Male,Two year,46.848049161791536,796.42,No,Fiber optic,17,Yes,Electronic check,Yes,46.848049161791536,796.42
Cust_0927,43,Male,Month-to-month,71.22207514155943,925.89,Yes,DSL,13,No,Electronic check,Yes,71.22207514155943,925.89
Cust_0928,54,Female,Month-to-month,46.92337546395719,3190.79,No,No,68,No,Electronic check,No,46.92337546395719,3190.79
Cust_0929,68,Male,Month-to-month,56.51842156409357,904.29,No,DSL,16,No,Mailed check,No,56.51842156409357,904.29
Cust_0930,49,Female,Month-to-month,75.00912880039168,1350.16,Yes,DSL,18,Yes,Mailed check,No,75.00912880039168,1350.16
Cust_0931,43,Male,Two year,117.60401899077823,4351.35,Yes,Fiber optic,37,No,Mailed check,No,117.60401899077823,4351.35
Cust_0932,72,Female,One year,77.62919279350638,388.15,Yes,No,5,No,Mailed check,No,77.62919279350638,388.15
Cust_0933,32,Female,Month-to-month,45.67968936690882,502.48,Yes,DSL,11,No,Mailed check,No,45.67968936690882,502.48
Cust_0934,23,Female,One year,63.28906909589574,1202.49,No,No,19,No,Electronic check,Yes,63.28906909589574,1202.49
Cust_0935,55,Male,Month-to-month,118.82312091866618,5109.39,No,Fiber optic,43,No,Bank transfer (automatic),No,118.82312091866618,5109.39
Cust_0936,43,Male,Two year,72.74812371681854,509.24,No,DSL,7,No,Mailed check,No,72.74812371681854,509.24
Cust_0937,37,Male,One year,114.03700392611697,2508.81,No,No,22,Yes,Bank transfer (automatic),No,114.03700392611697,2508.81
Cust_0938,58,Female,Two year,31.75922102479347,158.8,Yes,No,5,Yes,Mailed check,No,31.75922102479347,158.8
Cust_0939,52,Male,Month-to-month,45.21371237586769,949.49,No,No,21,Yes,Bank transfer (automatic),No,45.21371237586769,949.49
Cust_0940,43,Male,Two year,99.32937741198006,496.65,No,Fiber optic,5,No,Electronic check,Yes,99.32937741198006,496.65
Cust_0941,34,Male,Two year,104.32488174213736,4068.67,Yes,DSL,39,Yes,Electronic check,Yes,104.32488174213736,4068.67
Cust_0942,60,Male,Month-to-month,63.68847430031968,4330.82,Yes,DSL,68,No,Credit card (automatic),No,63.68847430031968,4330.82
Cust_0943,57,Female,Month-to-month,32.67728598536501,294.1,No,No,9,Yes,Electronic check,No,32.67728598536501,294.1
Cust_0944,48,Female,One year,73.47795370101707,2792.16,No,DSL,38,Yes,Credit card (automatic),Yes,73.47795370101707,2792.16
Cust_0945,72,Male,Month-to-month,32.25503744026103,290.3,No,Fiber optic,9,Yes,Bank transfer (automatic),No,32.25503744026103,290.3
Cust_0946,37,Male,One year,76.80733301239107,307.23,No,No,4,No,Mailed check,Yes,76.80733301239107,307.23
Cust_0947,31,Male,Two year,46.10696077396275,1152.67,Yes,No,25,Yes,Electronic check,No,46.10696077396275,1152.67
Cust_0948,41,Female,Two year,30.586277519101753,611.73,Yes,Fiber optic,20,Yes,Credit card (automatic),No,30.586277519101753,611.73
Cust_0949,49,Male,One year,47.26464688939479,2694.08,No,No,57,No,Bank transfer (automatic),No,47.26464688939479,2694.08
Cust_0950,52,Female,Month-to-month,58.988829891544384,1356.74,No,DSL,23,No,Mailed check,Yes,58.988829891544384,1356.74
Cust_0951,47,Female,Month-to-month,69.16180862679364,1452.4,Yes,DSL,21,Yes,Electronic check,No,69.16180862679364,1452.4
Cust_0952,54,Male,Two year,69.32667564947445,1109.23,Yes,Fiber optic,16,No,Mailed check,No,69.32667564947445,1109.23
Cust_0953,34,Male,One year,42.02403692586069,336.19,Yes,Fiber optic,8,Yes,Mailed check,No,42.02403692586069,336.19
Cust_0954,67,Male,Two year,59.18241091264627,1242.83,Yes,DSL,21,Yes,Electronic check,Yes,59.18241091264627,1242.83
Cust_0955,49,Female,Two year,50.90295857642699,916.25,No,No,18,No,Credit card (automatic),Yes,50.90295857642699,916.25
Cust_0956,63,Female,Month-to-month,52.71174578512307,1792.2,No,Fiber optic,34,Yes,Electronic check,No,52.71174578512307,1792.2
Cust_0957,54,Male,One year,46.09828908058985,460.98,No,DSL,10,No,Credit card (automatic),No,46.09828908058985,460.98
Cust_0958,55,Female,Two year,55.418232816537476,277.09,No,DSL,5,Yes,Credit card (automatic),No,55.418232816537476,277.09
Cust_0959,56,Male,Month-to-month,76.11789309714857,1065.65,Yes,Fiber optic,14,Yes,Mailed check,No,76.11789309714857,1065.65
Cust_0960,55,Male,Two year,95.77157824184924,2968.92,No,No,31,No,Credit card (automatic),No,95.77157824184924,2968.92
Cust_0961,57,Female,Two year,111.6293965677989,1786.07,Yes,DSL,16,Yes,Credit card (automatic),No,111.6293965677989,1786.07
Cust_0962,65,Female,Month-to-month,51.419959546435976,359.94,No,No,7,Yes,Electronic check,No,51.419959546435976,359.94
Cust_0963,52,Female,Month-to-month,60.03799227651007,1801.14,Yes,DSL,30,No,Credit card (automatic),No,60.03799227651007,1801.14
Cust_0964,58,Female,One year,34.87458476666272,244.12,No,Fiber optic,7,No,Electronic check,No,34.87458476666272,244.12
Cust_0965,48,Male,Two year,96.74417448617832,870.7,No,DSL,9,No,Electronic check,No,96.74417448617832,870.7
Cust_0966,67,Male,One year,93.32647814644957,1026.59,No,No,11,Yes,Bank transfer (automatic),Yes,93.32647814644957,1026.59
Cust_0967,41,Male,Month-to-month,38.77435925123988,310.19,Yes,DSL,8,No,Credit card (automatic),No,38.77435925123988,310.19
Cust_0968,71,Female,Month-to-month,93.25771269052541,1025.83,No,DSL,11,No,Electronic check,No,93.25771269052541,1025.83
Cust_0969,49,Male,Two year,62.016579738900376,1860.5,No,Fiber optic,30,No,Electronic check,No,62.016579738900376,1860.5
Cust_0970,32,Female,One year,70.83390100051348,4958.37,No,No,70,No,Mailed check,No,70.83390100051348,4958.37
Cust_0971,51,Female,One year,53.91898974545981,323.51,Yes,No,6,No,Credit card (automatic),No,53.91898974545981,323.51
Cust_0972,41,Female,Two year,84.90867023209726,1698.17,Yes,No,20,Yes,Credit card (automatic),No,84.90867023209726,1698.17
Cust_0973,60,Male,Two year,55.93955462145919,895.03,No,Fiber optic,16,Yes,Mailed check,Yes,55.93955462145919,895.03
Cust_0974,42,Female,One year,84.87901066771224,594.15,Yes,No,7,Yes,Electronic check,No,84.87901066771224,594.15
Cust_0975,44,Female,Month-to-month,55.73440446354494,2619.52,No,DSL,47,Yes,Mailed check,No,55.73440446354494,2619.52
Cust_0976,27,Female,Month-to-month,99.0350991987674,1782.63,Yes,No,18,Yes,Bank transfer (automatic),Yes,99.0350991987674,1782.63
Cust_0977,44,Female,Two year,76.39077532997656,5041.79,Yes,DSL,66,Yes,Electronic check,No,76.39077532997656,5041.79
Cust_0978,20,Female,One year,108.98006393370495,4250.22,Yes,DSL,39,No,Credit card (automatic),No,108.98006393370495,4250.22
Cust_0979,30,Female,One year,48.95809011257898,636.46,No,DSL,13,Yes,Mailed check,No,48.95809011257898,636.46
Cust_0980,59,Female,One year,54.666520147394564,820.0,No,Fiber optic,15,No,Mailed check,No,54.666520147394564,820.0
Cust_0981,59,Female,Month-to-month,85.8121617880782,2745.99,No,Fiber optic,32,No,Electronic check,Yes,85.8121617880782,2745.99
Cust_0982,55,Female,Month-to-month,45.20814836272323,678.12,No,Fiber optic,15,No,Mailed check,No,45.20814836272323,678.12
Cust_0983,38,Female,One year,72.89076069817523,801.8,No,Fiber optic,11,No,Mailed check,No,72.89076069817523,801.8
Cust_0984,49,Female,One year,38.13711694068407,762.74,Yes,DSL,20,Yes,Credit card (automatic),No,38.13711694068407,762.74
Cust_0985,49,Female,Two year,33.01100414070502,1518.51,Yes,DSL,46,Yes,Mailed check,Yes,33.01100414070502,1518.51
Cust_0986,36,Male,Two year,53.93793872340251,3182.34,Yes,No,59,Yes,Electronic check,No,53.93793872340251,3182.34
Cust_0987,68,Male,One year,56.099601229337594,2019.59,No,Fiber optic,36,Yes,Electronic check,No,56.099601229337594,2019.59
Cust_0988,60,Female,One year,41.66000839654802,1999.68,No,No,48,No,Mailed check,No,41.66000839654802,1999.68
Cust_0989,47,Female,Month-to-month,43.402518080723084,1953.11,No,Fiber optic,45,Yes,Mailed check,No,43.402518080723084,1953.11
Cust_0990,50,Female,One year,72.24413222872447,1806.1,No,Fiber optic,25,No,Credit card (automatic),No,72.24413222872447,1806.1
Cust_0991,52,Male,Two year,57.840509726883596,462.72,Yes,No,8,Yes,Mailed check,No,57.840509726883596,462.72
Cust_0992,25,Male,Month-to-month,45.53081751138155,1730.17,No,Fiber optic,38,No,Electronic check,No,45.53081751138155,1730.17
Cust_0993,47,Male,Two year,103.0385047400105,3606.35,Yes,No,35,Yes,Mailed check,No,103.0385047400105,3606.35
Cust_0994,41,Female,Two year,90.80537601890849,272.42,No,DSL,3,Yes,Mailed check,No,90.80537601890849,272.42
Cust_0995,37,Female,Month-to-month,67.22399800087727,3226.75,No,DSL,48,No,Mailed check,No,67.22399800087727,3226.75
Cust_0996,46,Female,Two year,32.820922444026806,918.99,Yes,No,28,Yes,Bank transfer (automatic),No,32.820922444026806,918.99
Cust_0997,71,Female,One year,31.5846432865337,94.75,No,No,3,Yes,Bank transfer (automatic),No,31.5846432865337,94.75
Cust_0998,57,Male,Two year,74.97492711005256,1274.57,Yes,DSL,17,Yes,Mailed check,No,74.97492711005256,1274.57
Cust_0999,43,Female,Month-to-month,110.00441032081847,2200.09,Yes,DSL,20,No,Mailed check,No,110.00441032081847,2200.09
Cust_1000,56,Male,Month-to-month,49.93626038273207,1947.51,Yes,Fiber optic,39,Yes,Bank transfer (automatic),No,49.93626038273207,1947.51
Cust_1001,66,Male,Month-to-month,60.07793185023212,901.17,Yes,Fiber optic,15,No,Credit card (automatic),No,60.07793185023212,901.17
Cust_1002,61,Female,Two year,30.649538565766054,704.94,Yes,DSL,23,No,Mailed check,No,30.649538565766054,704.94
Cust_1003,50,Male,One year,31.844750136087285,31.84,Yes,Fiber optic,1,Yes,Mailed check,No,31.844750136087285,31.84
Cust_1004,42,Male,Month-to-month,48.13624711373474,1059.0,No,No,22,Yes,Credit card (automatic),Yes,48.13624711373474,1059.0
Cust_1005,58,Male,One year,34.17786809665038,1913.96,No,No,56,No,Electronic check,Yes,34.17786809665038,1913.96
Cust_1006,54,Male,Month-to-month,88.47463365710858,619.32,No,DSL,7,Yes,Bank transfer (automatic),No,88.47463365710858,224.03
Cust_1007,60,Female,One year,45.736200681118824,594.57,No,No,13,No,Bank transfer (automatic),No,45.736200681118824,594.57
Cust_1008,57,Female,One year,61.2859489067733,3370.73,No,Fiber optic,55,No,Credit card (automatic),Yes,61.2859489067733,3370.73
Cust_1009,62,Male,One year,47.85288626118801,382.82,Yes,Fiber optic,8,No,Bank transfer (automatic),No,47.85288626118801,382.82
Cust_1010,43,Female,Month-to-month,60.89439515482146,2009.52,No,DSL,33,No,Electronic check,No,60.89439515482146,2009.52
Cust_1011,65,Male,Two year,80.46432957420414,1528.82,No,Fiber optic,19,Yes,Electronic check,No,80.46432957420414,1528.82
Cust_1012,52,Female,Two year,70.17628938316521,4982.52,No,DSL,71,Yes,Bank transfer (automatic),No,70.17628938316521,4982.52
Cust_1013,74,Female,Two year,54.21802369816227,759.05,No,Fiber optic,14,Yes,Electronic check,No,54.21802369816227,759.05
Cust_1014,41,Female,One year,60.539965726135414,1331.88,No,Fiber optic,22,Yes,Electronic check,No,60.539965726135414,1331.88
Cust_1015,70,Female,Month-to-month,113.20635051254561,1471.68,Yes,Fiber optic,13,No,Electronic check,No,113.20635051254561,1471.68
Cust_1016,52,Female,One year,37.68025254450671,866.65,No,DSL,23,Yes,Mailed check,No,37.68025254450671,866.65
Cust_1017,42,Male,Month-to-month,76.69399042773479,1610.57,Yes,DSL,21,No,Credit card (automatic),Yes,76.69399042773479,1610.57
Cust_1018,44,Female,One year,59.86748083444917,179.6,Yes,Fiber optic,3,Yes,Bank transfer (automatic),No,59.86748083444917,179.6
Cust_1019,46,Male,Month-to-month,30.161011739355224,422.25,No,Fiber optic,14,Yes,Mailed check,No,30.161011739355224,422.25
Cust_1020,55,Male,Month-to-month,76.58033510591478,842.38,No,Fiber optic,11,No,Bank transfer (automatic),No,76.58033510591478,842.38
Cust_1021,56,Female,Month-to-month,88.91449628818953,2489.61,No,No,28,Yes,Credit card (automatic),No,88.91449628818953,2489.61
Cust_1022,43,Male,One year,51.96273720668188,1610.84,No,No,31,Yes,Electronic check,No,51.96273720668188,1610.84
Cust_1023,49,Female,Two year,56.81269524566154,568.13,No,Fiber optic,10,No,Bank transfer (automatic),No,56.81269524566154,568.13
